,Gatys,Gatys + MSInit,Gatys + Spectrum TF0.1,Gatys + Spectrum TF1,Gatys + Spectrum TF10,Gatys + Spectrum TF100,Gatys + Spectrum TF1000,Gatys + Spectrum TF10000,Gatys + Spectrum TF100000,Gatys + Spectrum TF100000000,Gatys + Spectrum TF + MSInit0.1,Gatys + Spectrum TF + MSInit1,Gatys + Spectrum TF + MSInit10,Gatys + Spectrum TF + MSInit100,Gatys + Spectrum TF + MSInit1000,Gatys + Spectrum TF + MSInit10000,Gatys + Spectrum TF + MSInit100000,Gatys + Spectrum TF + MSInit100000000
BrickRound0122_1_seamless_S,0.10360068544174283,0.3286059286789388,0.1089692353622056,0.03499981974660127,0.04158509749953987,0.04583708336167425,0.054693353667763844,0.05965309996289425,0.058285213984376805,0.15967648845362126,0.0544707047820111,0.050533348923146315,0.05422936639283138,0.052929559339051746,0.04900788277458379,0.052892565773548506,0.04957646781812708,0.05088633257740405
TexturesCom_TilesOrnate0158_1_seamless_S,1.2262852310688983,0.26440876392292456,1.1976216494302334,1.1257682372847304,0.618882135297587,0.18883165746955477,0.175282259441094,0.2405810883809132,0.39714295005718336,1.0872041444596134,0.323857750906543,0.343208480213964,0.2805152177735363,0.3397703787138676,0.34670120159251516,0.33134218187571685,0.3419145595300205,0.3566595214085704
TexturesCom_TilesOrnate0085_1_seamless_S,0.5668171757419642,0.09636114500066606,0.5907604951876626,0.47763467618953404,0.2012789759511564,0.1497880727149017,0.20722946613035398,0.4170779280723449,0.7463980892681317,1.451581816449416,0.6231344230794391,0.6225316318040772,0.6282140431136827,0.6348779859981144,0.6245310328315359,0.5991430341501209,0.6375227758353141,0.6417980998221844
